review,sentiment
"This should be re-named ""Everybody Loves Sebastian"". The 1983 rural go-nowhere town high school junior (or senior? - they seemed to flip flop on that one) with weird hair and ""Leo-like"" good looks has a big plate full of issues. His step-dad announces definite plans to have a sex-change operation, upon which his mom calls the marriage quits; Sebastian is called the ""f"" word by everyone and their mother, all-the-while ""kissing around"" with various girls, getting high on Ready-Whip at a supermarket, and saving a ""strawberry"" prostitute from the clutches of her ruthless pimp.<br /><br />Sebastian's ""buddies"" make Eddie Haskal look like a choir boy; bad association doesn't get much worse. Sebastian seems to go for ""Harold's"" suicide attempts record (although he won't admit suicidal tendanccies). For no apparent reason the genius level SAT scoring Sebastian MUST graduate a year early, although he has no clue about the future, nor does he want to attend college (what gives with this nonsense?).<br /><br />This film is a look into a few weeks in the life of someone who is PRETTY MESSED UP. The final scene suggests that things will be alright, although the HOW is left entirely up to the viewer.<br /><br />The makers of this film seem to bank solely on the undisputed appeal of the very attractive male lead. The ""story"" leaves a lot to be desired. Looking for ""what will this gorgeous kid do next...?"" doesn't exactly satisfy. The lackluster production values just don't measure up to other films, independent or otherwise. A low budget and weak story need more than a pretty face to carry it through. The ""results"" of this project are forgettable and an insult to intelligent cinema fans.",negative
"Wimpy stuffed shirt Armand Louque (blandly played by veteran character actor Dean Jagger in a rare lead role) joins a group of researchers who want to find and destroy the secret technique of creating zombies. Armand falls for the lovely Claire Duval (fetching blonde Dorothy Stone), who uses the meek sap to get Armand's colleague Clifford Grayson (the hopelessly wooden Robert Noland) to marry her. Furious over being used and spurned by Claire, Armand uses his knowledge of voodoo to get revenge. Sound exciting? Well, it sure ain't. For starters, Victor Halperin's static (non)direction lets the meandering and uneventful talk-ridden story plod along at an excruciatingly slow pace. Worse yet, Halperin crucially fails to bring any tension, atmosphere and momentum to the hideously tedious proceedings. The mostly blah acting from a largely insipid cast doesn't help matters any; only George Cleveland as the hearty General Duval and E. Alyn Warren as the irascible Dr. Trevissant manage to enliven things a bit with their welcome and refreshing hammy histrionics. The drippy stock film library score, the painfully obvious stagebound sets, and the crude cinematography are pretty lousy and unimpressive as well. In fact, this feeble excuse for a fright feature is so crummy that not even the uncredited starkly staring eyes of the great Bela Lugosi can alleviate the brain-numbing boredom. A dismally dull dud.",negative
"""In Love and War"" is a simple feel-good TV-film, and should be viewed as such.<br /><br />(Possible spoiler)<br /><br />It is the story of a WWII British soldier, Newby, captured with his commando by the Italians and imprisoned in a former orphanage. As the Italians surrender to the Allies, the commando is freed, and attempts to flee. However, the Germans arrive and the commando is captured again. Only Newby, injured, remains at large. The rest of the film recounts how he is hidden and protected by the Partisans, and his survival.<br /><br />(End of spoiler)<br /><br />Based on a true story, ""In Love and War"" is a refreshingly straightforward film. Half comedy, half romance, the story is simple and unambiguous. The 'atmosfera' is warm and sunny, and the various stereotypes (the desperately unorganized or romantic Italians, the serious stern-looking Germans and the phlegmatic and pragmatic British), although unoriginal, are still humorous. Nicola Piovani's musical score also adds to the Mediterranean flavour.<br /><br />Although it is far from being a ""Tea With Mussolini"" or a ""La Vita E Bella"", ""In Love and War"" is a sweet simple film that will put a smile, and maybe even a little tan, on your face.",positive
"Dolph Lundgren stars as a former cop/boxer who searches Boston's kinky scene to find out who killed his brother,who was well thought of in the community, however along the way he learns how his brother enjoyed kinky sex and that a serial killer is to blame. Dolph Lundgren is very good in this movie, in fact on the basis of his performance here, one would forget Lundgren's rise to fame involved action roles. That said the material gives Lundgren nothing to work with, in fact, Lundgren is completely left out to dry in a dreary thriller which is both predictable and incomprehensible. Co-Star Danielle Brett is also good, in fact the film works best when it centers around the chemistry of Lundgren and Brett, indeed had the film taken the time to explore their relationship the film would've been fairly decent. However the movie is lackluster, the action is non-existent, the plot not given enough exploration (Too much boring B.S around Lundgren's investigation of his brother's employer) and the film is needlessly gory and ridiculous. Once again, Lundgren is actually really good (As is newcomer Danielle Brett) but the film just lumbers from one sequence to the next, which makes this movie particularly disappointing. If anything else though, it shows how underrated Lundgren is, as an actor.<br /><br />*1/2 Out Of 4-(Poor)",negative
"I tend to get furious when hearing about Lucio Fulci's reputation as a director. Too often he's categorized as a no-talented filmmaker, only out to shock and disgust entire audiences with images of pure gore. True, his films contain more explicit filth and sickness as your average mainstream American production, but his films always are of wide range and the plots are gruesomely morbid. Don't Torture a Duckling is yet another story! This film is a pure gem of the Italian shock cinema! I easily dare to call this film a masterpieceit's an old-fashioned giallo that includes all brilliant aspects of genuine horror. The film shows the search for a inhuman serial murderer in a small Italian mountain-town. The bodies of 3 young boys are found, horribly mutilated. There are quite a lot of pseudo-madmen in the town but every trail leads to nowhere. Among the suspects are a greedy bum and a scary woman, obsessed by witchery and voodoo. Like a true mastermind, Fulci knows to find the right creepy tone for his film. He portrays the small town as a claustrophobic and inescapable setting of macabre happenings, supported by a giddy soundtrack. Fulci also develops himself as a genius storyteller here. The script always is one step ahead of you and the complex plot will mislead you more than once. In other words, this is a unique giallo (horror slash murder mystery). The gore isn't presented as grotesque and explicit as in Lucio's later milestones (among them are the legendary Zombie 2, The Beyond and the New York Ripper), although there still are a few nauseating and hard-to-watch shock-sequences shown. <br /><br />Don't torture a Duckling is the most compelling and effective achievement Lucio Fulci ever brought forward and it easily ranks among the greatest Italian horror movies ever made. Right next to the masterpieces made by Mario Bava and Dario Argento. The film is fascinating from start to finish, some plot aspects are alarmingly realistic and the tension is adrenalin-rushing at all times! A must see for horror fans and an absolute priority for Italian shock-lovers!",positive
"Well, this movie actually did have one redeeming quality. It made up the funniest season one episode of MST3K. I wish Rhino had released this one instead of ""The Crawling Hand.""",negative
"This film did well at the box office, and the producers of this mess thought the stars had such good chemistry in this that they cast them in the much darker screwball farce, The Gazebo. Frankly, I am shocked to see all the positive comments on this ludicrously plotted unfunny comedy. Both lead characters have the maturity of seven-year-olds and are much less interesting to spend time with. A veteran supporting cast including Fred Clark, Harry Morgan, and Eva Gabor lend excellent support. And, the beautiful cinematography certainly makes the rich countryside of Spain seem lush. And, there are four or five truly funny scenes to go with two wise scenes and a whole bunch of recycled and unfunny clutter.<br /><br />I cannot recommend It Started With A Kiss.",negative
"This has to be the worst movie i've seen this year.. and i watch a lot of cable. The plot is just ridiculous, the scenes are just thrown at you with no action, no start or ending of any scene.. it's just random idiots with make-up that scream in some plane.. The ""special effects"" ( Spielberg would laugh his ass off ) are horrible, the yellow eye contact lenses are cute though.. I have to admin that i couldn't bear to watch it to the end. The scene where the great scientist Bennett was holding for dear life by the engine body was too much for me.. I'm sorry for my bad English.. i am from Romania ( and this is my first post ). I had to sign up just to make a comment on this movie because i just can't believe that this is a movie released in 2007.",negative
"-may contain spoilers-<br /><br />Clearly, who ever made this film must have had a lot of connections. I just can't see it any other way. What really surprises me is no one used the name Allen Smithee, and more surprising, everyone involved didn't use this name.<br /><br />Anyhow, where to begin. The bad dialogue, the crummy costumes, the sorry looking film stock, the unintentional comedy, the over-the-top characters, and more inconsistencies than George W. Bush's college career. I don't know what was funnier, the guy losing his arm because of a snowball, or the slow motion scene where all the baby Jack Frosts' were getting killed. Also, one of the great lines of all time was uttered in this film. ""How do we know it's him?"" Like there's another mutant snowman who can talk and kill people with snowballs! A great camp film, but a very bad film overall.",negative
"Just as Tom Berenger put you into the soul of Sgt. Barnes, he has done it again with Thomas Beckett. If I thought his world was folding in on him in the first scenes, it was nothing compared to how much more I felt during the last scenes. Great movie, even for a girl.",positive
"This stuffy melodrama is quite easily the worst film starring Ingrid Bergman that I've seen. Even her luminous screen presence can't save this insufferably slow and meandering movie that's nearly impossible to sit through without fast-forwarding a lot of it.<br /><br />Only for die-hard Bergman fans; others are very likely to fall asleep. I suggest you to watch ""For Whom the Bell Tolls"" instead.",negative
"""Don't be greedy"" sums up the depth of this movie. All the rest of the baloney is big budget window dressing. The movie rotates through hiding the ball annoyingly and revealing too much. None of the potentially interesting plot tangents are developed yet the trite ones are hashed and rehashed to excess.<br /><br />The charm of DD, as others have pointed out, was in the schizophrenia device,the humor woven into the fabric of the movie, and most importantly, the acting. There is enough wooden acting in The Box to attract a giant mound of martian termites.<br /><br />The biggest problem with suspending disbelief during this mess is the glaring question, ""why would a technologically superior power capable of taking over the government need to do any testing at all?"" Awful failure of a movie.",negative
"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.<br /><br />Ana",positive
"not a Larry Mcmurty masterpiece but it stands on its own as a good western, any of the lonesome doves do. who ever takes on the role of Woodrow call, does a great portrayal in their own style. It's also easy to see that they were looking to use this as a stepping stone to the t.V series (both version of it) and that the writers knew how to keep the flavor alive William Peterson was awesome in this, the geeky C.S.I guy is not the character he plays in this - this guy can do it all it seems<br /><br />it's deserve to be enjoyed by those who enjoy westerns<br /><br />4out5 stars",positive
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"Doug McClure has starred in a few of these British produced genre adventures and this one has got to be the worst of the lot . I know THE LAND THAT TIME FORGOT has its critics but please at least that movie featured location filming and relatively good production values . That's the problem with this movie - The production values go way beyond "" So bad they're good "" affectionate territory and become "" so bad I think I'll go and see what's on the other channels "" <br /><br />One case in point is the first scene featuring the intrepid Cushing and McClure encountering a monster . It's painfully obvious the monster is an average sized man dressed up as a rubber monster being made to look over twenty foot tall via overblown back projection . It becomes even more painfully obvious that our heroes are trying to escape the monster by running on the spot . Have I mentioned that this is one of the more convincing set pieces ? No really this looks like it was filmed in somebody's living room with the spare change left over from that year's DOCTOR WHO budget . Even former DOCTOR WHO Peter Cushing is bland and what should have been an amusing line "" You can't mesmerise me - I'm British "" is delivered in a very flat way ( A very similar line is spoken by Cushing in HORROR EXPRESS ) in a script devoid of characterisation , plotting and memorable dialogue . It's not just the fact that the dialogue is unmemorable it's also infrequent and rare since the monsters don't speak . Wouldn't it have been better having the chief bad guys humanoids like in WARLORDS OF ATLANTIS so that they could explain the plot . Does anyone here know what the plot actually is ? <br /><br />A very tedious British movie that even the twin talents of Caroline Munro can not save . The whole mood of the movie is summed up by the final sequence featuring two keystone cops",negative
"I had watched several days film shooting of this movie that summer,the end result was just two scenes in the movie. The location was Sylvan Lake in the Black Hills. Bring the wagon,stop the wagon etc . So this Dakota youth looked forward to seeing the movie and was not disappointed. The local buffalo herd was being culled so the shooting scenes were for real. (yes Doris, animals were hurt during filming) I think the ending was copied by Jack Nicholson in the Shining? A great western/social comment from the 50's. This should be in the same class as High Noon for real western drama or used as a social statement like Blackboard Jungle or Rebel Without A Cause was for 50's youth.",positive
"This is a children's TV series about a Mary-Sue who is at the same time, mean and bitchy. I couldn't bring my self to sit through 3 episodes of Zoey101. Not to mention that Jamie Lynn Spears can't act to save her life! What message does this show bring to kids? If you're not perfect like Zoey, you're unworthy *rollseyes*.<br /><br />It's absurd how Zoey's character is exactly the type of person who would be despised in real life yet she manages to become so popular. Then there is Chase who is basically a lovesick puppy who worships the ground Zoey walks on. Then there is the fact that all the other characters seem to have been dumbed down in order to stop them from outshining Zoey. I'm sorry but the characterization in this show = extremely unrealistic.",negative
"This film is worthwhile despite what you may hear. The performance of Marie Dressler (I hope I am spelling it right) as a drunken old sot is reason enough to see this film. It is an amazing performance. She is in a drunken stupor in three scenes for a good long while and she never does the same thing twice. You can actually smell the alcohol when she is done. Amazing. And Greta of course speaks her first lines on film and shes great. The Eugene O'Neill story is solid and like most O'Neill stories, very deep and intense. This is not light entertainment but if you appreciate those great character actors from the 30's and 40's you will like it. Some of the film is technically fuzzy but all in all worthwhile.",positive
"I love these ""Diaper Baby"" movies! You couldn't make a movie like this today and it is rich in cinematic history. It is goofy and the film was made to make you laugh, which it does. How they ever got these kids to ""act"" I'll never know. I think they are precious and the kids make me laugh but so do the others who made this movie as it shows the naiveté that existed in the early 30's. You have to remember that this is when the film industry was very young, the stock market had crashed, the world wide depression was beginning and these films were made to give a person a break from the real world. The fact that you could see movies for five cents is beyond my comprehension, but then dinner for 25 cents is too. It was a different time with a totally different mind set.",positive
"I bought this movie sight unseen at a sci-fi convention and I got what I deserved for doing something so silly. Simply put this movie is implausible, boring and unwatchable.<br /><br />I was so bored and disgusted with the lack of plot development that I turned it off to watch a repeat of Mythbusters. I understand that this was a very low budget move, or least it looked like a very low budget move, but that does not excuse the horrible acting, terrible plot and even worse camera work. It looks like something a group of college students did in between classes and getting drunk.<br /><br />Maybe if the villain wasn't so laughable and the plot was something that actually could happen in real life with respect to law enforcement it might become so bad it's funny. This movie isn't funny, it's just bad.",negative
"The one who says that Lucio Fulci is not one of the most important names in the history of splatter is probably mad.The Italian director is a legend among hardcore-horror fans,and his work exceeds the barriers of the genre(who can forgot his western,crime or fantasy flicks).This is probably his goriest film,and unfortunately one the last.A horror director(Fulci as himself) starts hallucinating about gruesome murders.He goes to a psychiatrist,who makes him believe he is the criminal.In this time,the doctor begins a long chain of serial crimes.With such a plot,the movie should have been filled with something.And there are roting corpses,crashed or melted heads,stabbings,decapitations,chainsaw dismemberment and many others.Kind of boring sometimes,the film is saved by the excessive violence that will definitely please the gore addicts.",positive
"Great movie. I was laughing all time through. Why? Well, I am from Austria, I can get along with the German (Bavarian) kind of humor. So I guess this movie makes only sense watching when you are German native speaker. Stefan and Erkan both are talking in a new kind of turkish-german accent, which became really popular in our Countries (GER & AUT). But of course they are very stupid. As in every comedy your personal humor will decide, whether thumb up or down.",positive
"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",positive
"Diagnosis Murder has been shown on most Weekday afternoons on BBC1 since I used to watch it while ill from School a good 10 years ago - I know I shouldn't really enjoy it, in the same way I shouldn't enjoy 'Murder she Wrote' but I'm totally addicted to both and even have the DVD box-sets....OK I know that's sad!<br /><br />Dick Van Dyke carries the show as he stars as Dr.Mark Sloan a Doctor at Community General Hospital in L.A who is also a Police consultant for the L.A.P.D. - his son Steve (Barry van Dyke - Dick's real life son) is a Police Officer, who needs his father's help on very many Suspicious deaths. <br /><br />Along for the ride is Dr.Amanda Bentley (Victoria Bentley) the resident Pathologist at Community General and for the first couple of seasons you had Scott Baio playing Dr.Jack Stewart, who upped and left the series in 1995 hoping to go on to bigger and better things...he should have stayed where he was, he hasn't done anything of note since....and his only theatrical appearance for many years was in Baby Geniuses 2:Superbabies....Oh Dear!!!<br /><br />anyhow Dr.Jack Stewart was replaced by the younger Dr.Jesse Travis played by Charlie Schlatter who stepped into Baio's shoes pretty comfortably.<br /><br />The series is highly implausible but what Whodunit series isn't? (Murder she wrote - everywhere Jessica goes, someone ends up dead, or The underrated Father Dowling Mysteries about a Murder solving Priest with nun sidekick)<br /><br />The series was much lighter up until 1997 this is because it had a supporting cast that included the bumbling Hospital Manager Norman Briggs played by Michael Tucci along with Nurse & Mark's secretary Dolores played by Delores Hall, After 1997 both these characters were no longer included and the series became a grittier affair with a bigger looking budget, some episodes included far more action, one episode the entire Hospital is blown up.<br /><br />This was a family show For the Van Dyke's because as well as Dick's Son Barry, you also had Dick's Daughter And all his Grandchildren making an appearance in various episodes. <br /><br />As the series went on it got a bit silly, one episode I remember Dick van Dike plays his entire family, which was a bit out of the ordinary, but on the Whole 'Diagnosis Murder' was a really good TV show which had numerous good Guest Stars.<br /><br />Since this show finished in 2001, Dick & Barry have appeared together again in the 'MURDER 101' series of TV Movies made by The Hallmark Channel, pretty much following the same path, and still enjoyable. Dick who's now in his mid 80's doesn't seem to change a great deal, and looks as if he'll be working till the bitter end.<br /><br />TV SHOW **** OUT OF *****",positive
"This movie was the worst movie I have seen since ""Date Movie."" I was laughing through out the whole movie instead of being scared. It was funny how the snakes would search for particular section of the passengers body to attack for example, the eye, the tongue, the butt, the breast. If we have seen national geographic channel we know snakes wont stay clinched on the body once they bite. For each particular scene the snakes would bite the passengers and would stay on the body biting the person. I believe the producer did not study his information on snakes and their behavior. I cant believe I wasted my money on this movie.So I don't recommend this movie trust just wait until it is at the dollar theatre or rent it.",negative
"Whilst I have loved haunted house movies such as Amityville and Poltergeist, this made for TV adaption of Susan Hills book packs a huge punch on the horrors of Hollywood.<br /><br />With a brilliant cast (many of which star in Heartbeat and other TV dramas), great acting, and fantastic setting (which portrays 1920's life convincingly), it has all the right ingredients to entice the viewer into what is a powerful ghost story.<br /><br />Herbert Wise did not need blood, violence, or gore to send chills down the spines of an audience. Using your own imagination, the Woman In Black is a figure of fear and dread, and whose presence is never absent once she first appears.<br /><br />The main character Arthur Kidd, a solicitor, learns about his unseen spectre on his mission to settle the estate. The widow dies and Arthur spends few nights inside her dreary home in which he notices many oddities, which may haunt him for some days. Some of the scenes are very unsettling and claustrophobic, particularly the locked room which opens itself, which turns the generator off and closes Arthur in darkness. The film becomes more harrowing the more you put yourself in Arthurs shoes, and his efforts to shake this ghost off. The writer puts many chilling additions into the story, an example being the tin soldier's re-appearance. One is eager to learn the meaning of it all. The fact we never really learn that much about the widow, leaves more to the imagination and makes it all the more unsettling.<br /><br />The widow for the most part, looks vicious and intimidating. The scene after winding the generator sent the chills down me, a woman who appears out of nowhere on isolated marshy land with a howling wind  having been on such properties myself I can appreciate how isolating this is. And the scene in the inn was perhaps the most horrible things I've seen, one I don't wish to watch in a hurry or show to elderly relatives. I have often woken up at night thinking she was behind me in my sleep.<br /><br />The Woman In Black is a great TV movie and a lost gem. I agree to some extent the Internet hype for this film has been totally overblown and can see why people were disappointed after spending the best of £50 on it, but I think the net has defeated hidden gems because it makes films like these over-exposed. I think it's still brilliant and fantastically acted and I consider it the greatest ghost story of the last century.",positive
"There is no way to put into words just how bad, how shapeless, paceless and laughless these ""Vice Academy"" films really are. You have to experience one for yourself. For the third time in a row, writer-director Rick Sloane does not show even an ounce of writing or directing talent. There is nothing here that a person above the age of 5 will believe or laugh at, yet the (very brief) nudity and other ""plot"" elements make the films unsuitable for kids. Which leads me to believe that they are really aimed at adults with the mental capabilities of 5-year-olds. Elizabeth Kaitan makes a more than welcome replacement for Linnea Quigley - she is winningly bubbly and cute, and her wonderful big smile is about the only thing that can make a viewer smile as well. But watching her and the other girls in this film is like watching a bunch of flowers in a desert covered with horse manure. (*)",negative
"SWEET SIXTEEN (1983) **/***** 86 minutes Director Jim Sotos Cast Bo Hopkins, Susan Strasberg, Aleisa Shirley, Patrick Macnee, Dana Kimmell<br /><br />Fifteen year old bad girl Melissa is new in a desert town and it isn't long before folks around her start dying off. The detective has to put together the clues with the help of his Nancy Drew good girl daughter played by Friday the 13th alumni Dana Kimmell. The local Native Americans are prime suspects since they seem to upset the prejudiced townsfolk. These events all lead up to the revealing of the killer at Melissa's sixteenth birthday party.<br /><br />This below average slasher isn't too memorable. It has a made for TV feel, without much score besides the title character's own corny theme song which plays a couple times throughout. Lines like ""the killer will turn us into coleslaw."" Fit into standard eighties slasher screenplays. Marci calls Melissa a bad name then somehow immediately they develop a friendship. Apparently Marci sees how hard it is to fit in because Melissa knows how to wear make-up. This movie would be hard-pressed to be made today with the main character being fifteen and the director inserting multiple gratuitous close-ups of her. The social commentary on Indians wasn't developed enough to be taken seriously. I am too surprised at the fairly high rating this movie gets. Both Sweet Sixteen and Ed Hunt's Bloody Birthday had the potential to capitalize on that time honored tradition of the birthday party to create an intense sequence of carnage but I feel failed to deliver. But on the bright side releasing obscure movies like this on DVD gives hope that others will follow.",negative
"Set in and near a poor working class town in the mountains of rural Italy, it's a story of madness. The landscape may be quite picturesque, but there's madness herein, concealed behind the mask of a person who seems outwardly normal. This person kills little children.<br /><br />In style and tone this film resembles Dario Argento's famous Italian giallos, those fascinating whodunit horror films, except that Argento's films are much better looking. Still, the visuals in Fulci's ""Don't Torture A Duckling"" are competent, with some interesting compositions and lighting. Lightning and thunder on a rainy night enhances suspense in one sequence wherein one of the ""ducklings"" is vulnerably alone.<br /><br />In one sequence the gore is a bit overdone. But this is no slasher film. A legitimate theme undergirds the story. And that theme is that madness can take many unexpected forms, not just the obvious delusions of people who practice voodoo or black magic.<br /><br />Plenty of red herrings render the puzzle solution difficult if the viewer doesn't assume an agenda on the part of the director. Don't dismiss someone who might not seem to be a suspect. The twist near the end provides good misdirection. However, in one scene midway through, a line of dialogue could have been added to clarify the relationship between two characters, one of whom is the murderer. The film's finale takes place on a beautiful mountaintop with the wind whistling in the background. We see flashbacks to clues and get insights into the killer's mindset.<br /><br />I don't care for the film's widescreen projection. But background music is effective, and ranges from jarringly creepy at the beginning to low-key jazz, to indigenous Italian songs. Acting is generally average, though in a couple of cases, it's a bit overdone.<br /><br />Though not as visually brilliant as Argento's giallos, ""Don't Torture A Duckling"" nevertheless is a fine film, one that contains a thematic storyline and enough of a whodunit puzzle to interest most viewers who like thrillers and murder mysteries.",positive
"Went looking for this movie after i read Tom Clancy's ""Red Storm Rising"" novel. Timeless masterpiece about 13th century Russians being invaded by the Germans. Movie was made in 1938, under orders from Joseph Stalin to warn Soviets about Hitler and Germany. Battle scenes are wonderfully done, showing that you don't need computer animation to make a great fight scene. Probably Sergei Eisenstein's greatest work. Also see 'Battleship Potemkin'. Any history buff or poli-sci major should watch this movie. 10 out of 10.",positive
"right the hospital scene with Holly and Shannon was done brilliantly it starts off with Piper On A gurney looking very badly injured, the docs race her into a resuscitation room & they move her from the gurney onto a bed and Prue Holds Her Hand from that point on it is obvious that Piper is having a lot of trouble breathing and her lungs are failing, as she turns to beg of Prue to not leave her side she gaps ""don't go i love you and then her pulse drops and she goes into cardiac arrest & the monitor shows a clear flat line & the nurses go into full out trauma mode & bring in a defibrillator Prue Steps back from the bed in horror as the doctors desperately try to shock her dying sisters heart but there is no response and she is tragically pronounced dead well great scene well done girls",positive
"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />When I first started to watch this movie my expectations were it was a vampire movie, that is going to be awesome considering how Rodriguez and Tarantino both helped make the film. I began about 15 minutes into it and already my hopes for this movie were down the drain, which shocked me. First, the story it was going with was not at all appealing in anyway possible, and just flat out boring and uncompelling to the point where I just wanted to turn it off. I was getting more frustrated with this movie as it dragged on, but I guess I had hopes that it would get better.... then when it finally showed vampires it BLEW MY MIND, in a VERY bad way. I thought,""Okay this movie started with some backwash horrible story about these two criminals, then VERY slowly turned into some vampire movie which I thought it was going to be from the beginning, in like, the last 30 minutes?"" To add on to that, they try to make the main characters all cool and awesome and mean around the end when they're just not; A bunny would've been more intimidating than these characters! This movie is a horrible piece of crap!!! From Dusk Till dawn disgraced me and left a terrible taste in my mouth, disheartening thoughts in my head, and left my body unable to move from the horrible shock that I just wasted 108 minutes of my life away on a horrendous film. I do not understand how George Clooney, Quentin Tarintino, Cheech Marin and Danny Trejo, all being the good and honorable actors that they are, could take part in this useless filth. In my opinion, From Dusk Till Dawn is one of the worst movies ever made that I have suffered my eyes on. Do not see it, you'll be doing yourelf a GREAT favor...",negative
"1989 was already a year in where Eddie Murphy wasn't that longer hot and started making movies that soon would be forgotten. Funnily enough, it was also the year in where Murphy directed his first film, but it also would be the first and last experiment. ""Harlem nights"" wasn't exactly what you can call a success even if it was great to see the two best black comedians together namely Murphy and Richard Pryor. Don't blame it on the actors as they all played their roles like you expected them do, even if you have to face (again) the typical Murphy-laugh. The worst thing from ""Harlem nights"" are both the scenario and its terrible decors. Everything is set in the roaring twenties and everybody has their profit from the forbidden clubs. Sugar Ray (Pryor) and his adopted son Quickie (Murphy) are gathering easily 10000 dollar per day but of course soon the mob and the corrupt police come around the corner to claim their part of the cookie. Sugar and Quickie aren't guys who give their money for free and have their own plans. You can watch ""Harlem Nights"" that's for sure, but if you puke from the moment you hear the name Murphy you better avoid as after all this movie is nothing but a lame excuse to see some good jokes.",negative
"I got subjected to this pile one Wednesday afternoon when my mother-in-law was watching it. I can't get over someone basically doing a remake of a crappy high budget Hollywood flop (""the CORE"" with washed up actors like Luke Perry). If the HIGH budget one flopped, what makes people think doing the SAME movie 2 years later with NO budget would go anywhere? I was laughing through most of the movie because of how insanely similar it was (in fact I am shocked it's not held up in Legal rather than airing on TV), and how it was basically the script of the CORE just redone badly, which if you have seen ""the Core"", you know why doing it worse is funny, since the CORE was ALREADY so bad it was funny.<br /><br />If you enjoy getting a laugh out of REALLY bad movies, this one will be right up your alley. The only thing I can say, is that I wish Luke Perry was able to have a career, because he isn't a horrible actor.. he just lands horrible roles. Crappy made for TV movies that will only run on daytime television is pretty much one step closer to the end for him, if it wasn't for 90210 he would have a career.",negative
"I didn't really expect much from ""The Night Listener"" and I actually never heard of it until I saw the cover in the videostore. However, the movie is very effective when it comes to building up suspension and tension. On occasion it drags a little, but it actually helps to keep you wondering what's going to happen and more importantly: when. As the movie progresses, the character played by Robin Williams gets dragged into some kind of ""cat and mouse"" spiel to the point where he becomes obsessed with finding out the truth and existence about a 14 year old abused kid that no-one seemed to have ever seen in person. The Night Listener is an interesting story, which is great in building up the suspense throughout the movie and you're pretty much kept in the dark of who is lying and what's real. However, in the end it kind of disappoints and doesn't live up to the potential it could have had. It doesn't really give you a detailed or plausible explanation about the other main character, which would have been helpful and interesting.",negative
"Generally it was a good movie with an ideal ending; the acting was spectacular and the characters didn't stray from their persons. I especially liked the plot, although you knew what was going to happen it still gave the element of surprise through out the entire movie. However, I find that coming on to the ending it could have been a little longer (extended maybe)- to me it seemed like it was rushed a bit; as if the writer was trying to take linens off the lines before the rain fell. For instance- What happened to Tristan's brother, Hayden? For all we know he died in the hospital. Maybe he was the one that setup the entire thing?! Who knows! Maybe there will be a sequel? Maybe? If there is.. I cant wait to see it.",positive
